"","year","category","winner","entity"
"6157",1980,"ACTOR IN A LEADING ROLE","False","John Hurt"
"6158",1980,"ACTOR IN A LEADING ROLE","False","Jack Lemmon"
"6159",1980,"ACTOR IN A LEADING ROLE","False","Peter O'Toole"
"6160",1980,"ACTOR IN A SUPPORTING ROLE","False","Judd Hirsch"
"6161",1980,"ACTOR IN A SUPPORTING ROLE","True","Timothy Hutton"
"6162",1980,"ACTOR IN A SUPPORTING ROLE","False","Michael O'Keefe"
"6163",1980,"ACTOR IN A SUPPORTING ROLE","False","Joe Pesci"
"6164",1980,"ACTOR IN A SUPPORTING ROLE","False","Jason Robards"
"6165",1980,"ACTRESS IN A LEADING ROLE","False","Ellen Burstyn"
"6166",1980,"ACTRESS IN A LEADING ROLE","False","Goldie Hawn"
"6167",1980,"ACTRESS IN A LEADING ROLE","False","Mary Tyler Moore"
"6168",1980,"ACTRESS IN A LEADING ROLE","False","Gena Rowlands"
"6169",1980,"ACTRESS IN A LEADING ROLE","True","Sissy Spacek"
"6170",1980,"ACTRESS IN A SUPPORTING ROLE","False","Eileen Brennan"
"6171",1980,"ACTRESS IN A SUPPORTING ROLE","False","Eva Le Gallienne"
"6172",1980,"ACTRESS IN A SUPPORTING ROLE","False","Cathy Moriarty"
"6173",1980,"ACTRESS IN A SUPPORTING ROLE","False","Diana Scarwid"
"6174",1980,"ACTRESS IN A SUPPORTING ROLE","True","Mary Steenburgen"
"6175",1980,"ART DIRECTION","False","Coal Miner's Daughter"
"6176",1980,"ART DIRECTION","False","The Elephant Man"
"6177",1980,"ART DIRECTION","False","The Empire Strikes Back"
"6178",1980,"ART DIRECTION","False","Kagemusha (The Shadow Warrior)"
"6179",1980,"ART DIRECTION","True","Tess"
"6180",1980,"CINEMATOGRAPHY","False","The Blue Lagoon"
"6181",1980,"CINEMATOGRAPHY","False","Coal Miner's Daughter"
"6182",1980,"CINEMATOGRAPHY","False","The Formula"
"6183",1980,"CINEMATOGRAPHY","False","Raging Bull"
"6184",1980,"CINEMATOGRAPHY","True","Tess"
"6185",1980,"COSTUME DESIGN","False","The Elephant Man"
"6186",1980,"COSTUME DESIGN","False","My Brilliant Career"
"6187",1980,"COSTUME DESIGN","False","Somewhere in Time"
"6188",1980,"COSTUME DESIGN","True","Tess"
"6189",1980,"COSTUME DESIGN","False","When Time Ran Out"
"6190",1980,"DIRECTING","False","The Elephant Man"
"6191",1980,"DIRECTING","True","Ordinary People"
"6192",1980,"DIRECTING","False","Raging Bull"
"6193",1980,"DIRECTING","False","The Stunt Man"
"6194",1980,"DIRECTING","False","Tess"
"6195",1980,"DOCUMENTARY (Feature)","False","Agee"
"6196",1980,"DOCUMENTARY (Feature)","False","The Day after Trinity"
"6197",1980,"DOCUMENTARY (Feature)","True","From Mao to Mozart: Isaac Stern in China"
"6198",1980,"DOCUMENTARY (Feature)","False","Front Line"
"6199",1980,"DOCUMENTARY (Feature)","False","The Yellow Star - The Persecution of the Jews in Europe 1933-45"
"6200",1980,"DOCUMENTARY (Short Subject)","False","Don't Mess with Bill"
"6201",1980,"DOCUMENTARY (Short Subject)","False","The Eruption of Mount St. Helens"
"6202",1980,"DOCUMENTARY (Short Subject)","False","It's the Same World"
"6203",1980,"DOCUMENTARY (Short Subject)","True","Karl Hess: Toward Liberty"
"6204",1980,"DOCUMENTARY (Short Subject)","False","Luther Metke at 94"
"6205",1980,"FILM EDITING","False","Coal Miner's Daughter"
"6206",1980,"FILM EDITING","False","The Competition"
"6207",1980,"FILM EDITING","False","The Elephant Man"
"6208",1980,"FILM EDITING","False","Fame"
"6209",1980,"FILM EDITING","True","Raging Bull"
"6210",1980,"FOREIGN LANGUAGE FILM","False","Confidence"
"6211",1980,"FOREIGN LANGUAGE FILM","False","Kagemusha (The Shadow Warrior)"
"6212",1980,"FOREIGN LANGUAGE FILM","False","The Last Metro"
"6213",1980,"FOREIGN LANGUAGE FILM","True","Moscow Does Not Believe in Tears"
"6214",1980,"FOREIGN LANGUAGE FILM","False","The Nest"
"6215",1980,"MUSIC (Original Score)","False","Altered States"
"6216",1980,"MUSIC (Original Score)","False","The Elephant Man"
"6217",1980,"MUSIC (Original Score)","False","The Empire Strikes Back"
"6218",1980,"MUSIC (Original Score)","True","Fame"
"6219",1980,"MUSIC (Original Score)","False","Tess"
"6220",1980,"MUSIC (Original Song)","True","Fame"
"6221",1980,"MUSIC (Original Song)","False","Nine to Five"
"6222",1980,"MUSIC (Original Song)","False","Honeysuckle Rose"
"6223",1980,"MUSIC (Original Song)","False","Fame"
"6224",1980,"MUSIC (Original Song)","False","The Competition"
"6225",1980,"BEST PICTURE","False","Coal Miner's Daughter"
"6226",1980,"BEST PICTURE","False","The Elephant Man"
"6227",1980,"BEST PICTURE","True","Ordinary People"
"6228",1980,"BEST PICTURE","False","Raging Bull"
"6229",1980,"BEST PICTURE","False","Tess"
"6230",1980,"SHORT FILM (Animated)","False","All Nothing"
"6231",1980,"SHORT FILM (Animated)","True","The Fly"
"6232",1980,"SHORT FILM (Animated)","False","History of the World in Three Minutes Flat"
"6233",1980,"SHORT FILM (Dramatic Live Action)","True","The Dollar Bottom"
"6234",1980,"SHORT FILM (Dramatic Live Action)","False","Fall Line"
"6235",1980,"SHORT FILM (Dramatic Live Action)","False","A Jury of Her Peers"
"6236",1980,"SOUND","False","Altered States"
"6237",1980,"SOUND","False","Coal Miner's Daughter"
"6238",1980,"SOUND","True","The Empire Strikes Back"
"6239",1980,"SOUND","False","Fame"
"6240",1980,"SOUND","False","Raging Bull"
"6241",1980,"WRITING (Screenplay Based on Material from Another Medium)","False","Breaker Morant"
"6242",1980,"WRITING (Screenplay Based on Material from Another Medium)","False","Coal Miner's Daughter"
"6243",1980,"WRITING (Screenplay Based on Material from Another Medium)","False","The Elephant Man"
"6244",1980,"WRITING (Screenplay Based on Material from Another Medium)","True","Ordinary People"
"6245",1980,"WRITING (Screenplay Based on Material from Another Medium)","False","The Stunt Man"
"6246",1980,"WRITING (Screenplay Written Directly for the Screen)","False","Brubaker"
"6247",1980,"WRITING (Screenplay Written Directly for the Screen)","False","Fame"
"6248",1980,"WRITING (Screenplay Written Directly for the Screen)","True","Melvin and Howard"
"6249",1980,"WRITING (Screenplay Written Directly for the Screen)","False","Mon Oncle D'Amerique"
"6250",1980,"WRITING (Screenplay Written Directly for the Screen)","False","Private Benjamin"
"6251",1980,"SPECIAL ACHIEVEMENT AWARD (Visual Effects)","True","The Empire Strikes Back"
"6252",1980,"HONORARY AWARD","True","To Henry Fonda, the consummate actor, in recognition of his brilliant accomplishments and enduring contribution to the art of motion pictures."
"6253",1980,"SCIENTIFIC OR TECHNICAL AWARD (Academy Award of Merit)","True","To LINWOOD G. DUNN, CECIL D. LOVE and ACME TOOL AND MANUFACTURING COMPANY for the concept, engineering and development of the Acme-Dunn Optical Printer for motion picture special effects."
"6254",1980,"SCIENTIFIC OR TECHNICAL AWARD (Scientific and Engineering Award)","True","To JEAN-MARIE LAVALOU, ALAIN MASSERON and DAVID SAMUELSON of Samuelson Alga Cinema S.A. and Samuelson Film Service, Limited, for the engineering and development of the Louma Camera Crane and remote control system for motion picture production."
"6255",1980,"SCIENTIFIC OR TECHNICAL AWARD (Scientific and Engineering Award)","True","To EDWARD B. KRAUSE of Filmline Corporation for the engineering and manufacture of the micro-demand drive for continuous motion picture film processors."
"6256",1980,"SCIENTIFIC OR TECHNICAL AWARD (Scientific and Engineering Award)","True","To ROSS TAYLOR for the concept and development of a system of air guns for propelling objects used in special effects motion picture production."
"6257",1980,"SCIENTIFIC OR TECHNICAL AWARD (Scientific and Engineering Award)","True","To DR. BERNHARD KÜHL and DR. WERNER BLOCK of OSRAM GmbH, for the progressive engineering and manufacture of the OSRAM HMI light source for motion picture color photography."
"6258",1980,"SCIENTIFIC OR TECHNICAL AWARD (Scientific and Engineering Award)","True","To DAVID A. GRAFTON for the optical design and engineering of a telecentric anamorphic lens for motion picture optical effects printers."
"6259",1980,"SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award)","True","To CARTER EQUIPMENT COMPANY for the development of a continuous contact, total immersion, additive color motion picture printer."
"6260",1980,"SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award)","True","To HOLLYWOOD FILM COMPANY for the development of a continuous contact, total immersion, additive color motion picture printer."
"6261",1980,"SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award)","True","To ANDRÉ DeBRIE S.A. for the development of a continuous contact, total immersion, additive color motion picture printer."
"6262",1980,"SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award)","True","To CHARLES VAUGHN and EUGENE NOTTINGHAM of Cinetron Computer Systems, Incorporated, for the development of a versatile general purpose computer system for animation and optical effects motion picture photography."
"6263",1980,"SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award)","True","To JOHN W. LANG, WALTER HRASTNIK and CHARLES J. WATSON of Bell and Howell Company for the development and manufacture of a modular continuous contact motion picture film printer."
"6264",1980,"SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award)","True","To WORTH BAIRD of LaVezzi Machine Works, Incorporated, for the advanced design and manufacture of a film sprocket for motion picture projectors."
"6265",1980,"SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award)","True","To PETER A. REGLA and DAN SLATER of Elicon for the development of a follow-focus system for motion picture optical effects printers and animation stands."
"6266",1980,"MEDAL OF COMMENDATION","True","To Fred Hynes, in appreciation for outstanding service and dedication in upholding the high standards of the Academy of Motion Picture Arts and Sciences."
"6267",1981,"ACTOR IN A LEADING ROLE","False","Warren Beatty"
"6268",1981,"ACTOR IN A LEADING ROLE","True","Henry Fonda"
"6269",1981,"ACTOR IN A LEADING ROLE","False","Burt Lancaster"
"6270",1981,"ACTOR IN A LEADING ROLE","False","Dudley Moore"
"6271",1981,"ACTOR IN A LEADING ROLE","False","Paul Newman"
"6272",1981,"ACTOR IN A SUPPORTING ROLE","False","James Coco"
"6273",1981,"ACTOR IN A SUPPORTING ROLE","True","John Gielgud"
"6274",1981,"ACTOR IN A SUPPORTING ROLE","False","Ian Holm"
"6275",1981,"ACTOR IN A SUPPORTING ROLE","False","Jack Nicholson"
"6276",1981,"ACTOR IN A SUPPORTING ROLE","False","Howard E. Rollins, Jr."
"6277",1981,"ACTRESS IN A LEADING ROLE","True","Katharine Hepburn"
"6278",1981,"ACTRESS IN A LEADING ROLE","False","Diane Keaton"
"6279",1981,"ACTRESS IN A LEADING ROLE","False","Marsha Mason"
"6280",1981,"ACTRESS IN A LEADING ROLE","False","Susan Sarandon"
"6281",1981,"ACTRESS IN A LEADING ROLE","False","Meryl Streep"
"6282",1981,"ACTRESS IN A SUPPORTING ROLE","False","Melinda Dillon"
"6283",1981,"ACTRESS IN A SUPPORTING ROLE","False","Jane Fonda"
"6284",1981,"ACTRESS IN A SUPPORTING ROLE","False","Joan Hackett"
"6285",1981,"ACTRESS IN A SUPPORTING ROLE","False","Elizabeth McGovern"
"6286",1981,"ACTRESS IN A SUPPORTING ROLE","True","Maureen Stapleton"
"6287",1981,"ART DIRECTION","False","The French Lieutenant's Woman"
"6288",1981,"ART DIRECTION","False","Heaven's Gate"
"6289",1981,"ART DIRECTION","False","Ragtime"
"6290",1981,"ART DIRECTION","True","Raiders of the Lost Ark"
"6291",1981,"ART DIRECTION","False","Reds"
"6292",1981,"CINEMATOGRAPHY","False","Excalibur"
"6293",1981,"CINEMATOGRAPHY","False","On Golden Pond"
"6294",1981,"CINEMATOGRAPHY","False","Ragtime"
"6295",1981,"CINEMATOGRAPHY","False","Raiders of the Lost Ark"
"6296",1981,"CINEMATOGRAPHY","True","Reds"
"6297",1981,"COSTUME DESIGN","True","Chariots of Fire"
"6298",1981,"COSTUME DESIGN","False","The French Lieutenant's Woman"
"6299",1981,"COSTUME DESIGN","False","Pennies from Heaven"
"6300",1981,"COSTUME DESIGN","False","Ragtime"
"6301",1981,"COSTUME DESIGN","False","Reds"
"6302",1981,"DIRECTING","False","Atlantic City"
"6303",1981,"DIRECTING","False","Chariots of Fire"
"6304",1981,"DIRECTING","False","On Golden Pond"
"6305",1981,"DIRECTING","False","Raiders of the Lost Ark"
"6306",1981,"DIRECTING","True","Reds"
"6307",1981,"DOCUMENTARY (Feature)","False","Against Wind and Tide: A Cuban Odyssey"
"6308",1981,"DOCUMENTARY (Feature)","False","Brooklyn Bridge"
"6309",1981,"DOCUMENTARY (Feature)","False","Eight Minutes to Midnight: A Portrait of Dr. Helen Caldicott"
"6310",1981,"DOCUMENTARY (Feature)","False","El Salvador: Another Vietnam"
"6311",1981,"DOCUMENTARY (Feature)","True","Genocide"
"6312",1981,"DOCUMENTARY (Short Subject)","False","Americas in Transition"
"6313",1981,"DOCUMENTARY (Short Subject)","True","Close Harmony"
"6314",1981,"DOCUMENTARY (Short Subject)","False","Journey for Survival"
"6315",1981,"DOCUMENTARY (Short Subject)","False","See What I Say"
"6316",1981,"DOCUMENTARY (Short Subject)","False","Urge to Build"
"6317",1981,"FILM EDITING","False","Chariots of Fire"
"6318",1981,"FILM EDITING","False","The French Lieutenant's Woman"
"6319",1981,"FILM EDITING","False","On Golden Pond"
"6320",1981,"FILM EDITING","True","Raiders of the Lost Ark"
"6321",1981,"FILM EDITING","False","Reds"
"6322",1981,"FOREIGN LANGUAGE FILM","False","The Boat Is Full"
"6323",1981,"FOREIGN LANGUAGE FILM","False","Man of Iron"
"6324",1981,"FOREIGN LANGUAGE FILM","True","Mephisto"
"6325",1981,"FOREIGN LANGUAGE FILM","False","Muddy River"
"6326",1981,"FOREIGN LANGUAGE FILM","False","Three Brothers"
"6327",1981,"MAKEUP","True","An American Werewolf in London"
"6328",1981,"MAKEUP","False","Heartbeeps"
"6329",1981,"MUSIC (Original Score)","True","Chariots of Fire"
"6330",1981,"MUSIC (Original Score)","False","Dragonslayer"
"6331",1981,"MUSIC (Original Score)","False","On Golden Pond"
"6332",1981,"MUSIC (Original Score)","False","Ragtime"
"6333",1981,"MUSIC (Original Score)","False","Raiders of the Lost Ark"
"6334",1981,"MUSIC (Original Song)","True","Arthur"
"6335",1981,"MUSIC (Original Song)","False","Endless Love"
"6336",1981,"MUSIC (Original Song)","False","The Great Muppet Caper"
"6337",1981,"MUSIC (Original Song)","False","For Your Eyes Only"
"6338",1981,"MUSIC (Original Song)","False","Ragtime"
"6339",1981,"BEST PICTURE","False","Atlantic City"
"6340",1981,"BEST PICTURE","True","Chariots of Fire"
"6341",1981,"BEST PICTURE","False","On Golden Pond"
"6342",1981,"BEST PICTURE","False","Raiders of the Lost Ark"
"6343",1981,"BEST PICTURE","False","Reds"
"6344",1981,"SHORT FILM (Animated)","True","Crac"
"6345",1981,"SHORT FILM (Animated)","False","The Creation"
"6346",1981,"SHORT FILM (Animated)","False","The Tender Tale of Cinderella Penguin"
"6347",1981,"SHORT FILM (Live Action)","False","Couples and Robbers"
"6348",1981,"SHORT FILM (Live Action)","False","First Winter"
"6349",1981,"SHORT FILM (Live Action)","True","Violet"
"6350",1981,"SOUND","False","On Golden Pond"
"6351",1981,"SOUND","False","Outland"
"6352",1981,"SOUND","False","Pennies from Heaven"
"6353",1981,"SOUND","True","Raiders of the Lost Ark"
"6354",1981,"SOUND","False","Reds"
"6355",1981,"VISUAL EFFECTS","False","Dragonslayer"
"6356",1981,"VISUAL EFFECTS","True","Raiders of the Lost Ark"
"6357",1981,"WRITING (Screenplay Based on Material from Another Medium)","False","The French Lieutenant's Woman"
"6358",1981,"WRITING (Screenplay Based on Material from Another Medium)","True","On Golden Pond"
"6359",1981,"WRITING (Screenplay Based on Material from Another Medium)","False","Pennies from Heaven"
"6360",1981,"WRITING (Screenplay Based on Material from Another Medium)","False","Prince of the City"
"6361",1981,"WRITING (Screenplay Based on Material from Another Medium)","False","Ragtime"
"6362",1981,"WRITING (Screenplay Written Directly for the Screen)","False","Absence of Malice"
"6363",1981,"WRITING (Screenplay Written Directly for the Screen)","False","Arthur"
"6364",1981,"WRITING (Screenplay Written Directly for the Screen)","False","Atlantic City"
"6365",1981,"WRITING (Screenplay Written Directly for the Screen)","True","Chariots of Fire"
"6366",1981,"WRITING (Screenplay Written Directly for the Screen)","False","Reds"
"6367",1981,"SPECIAL ACHIEVEMENT AWARD (Sound Effects Editing)","True","Raiders of the Lost Ark"
"6368",1981,"JEAN HERSHOLT HUMANITARIAN AWARD","True","Danny Kaye"
"6369",1981,"HONORARY AWARD","True","To Barbara Stanwyck for superlative creativity and unique contribution to the art of screen acting."
"6370",1981,"IRVING G. THALBERG MEMORIAL AWARD","True","Albert R. Broccoli"
"6371",1981,"GORDON E. SAWYER AWARD","True","Joseph B. Walker"
"6372",1981,"SCIENTIFIC OR TECHNICAL AWARD (Academy Award of Merit)","True","To FUJI PHOTO FILM COMPANY, LTD. for the research, development and introduction of a new Ultra-high-speed color negative film for motion pictures."
"6373",1981,"SCIENTIFIC OR TECHNICAL AWARD (Scientific and Engineering Award)","True","To NELSON TYLER for the progressive development and improvement of the Tyler Helicopter motion picture camera platform."
"6374",1981,"SCIENTIFIC OR TECHNICAL AWARD (Scientific and Engineering Award)","True","To LEONARD SOKOLOW for the concept and design and to HOWARD T. LaZARE for the development of the Consolidated Film Industries' Stroboscan motion picture film viewer."
"6375",1981,"SCIENTIFIC OR TECHNICAL AWARD (Scientific and Engineering Award)","True","To RICHARD EDLUND and INDUSTRIAL LIGHT AND MAGIC, INCORPORATED for the concept and engineering of a beam-splitter optical composite motion picture printer."
"6376",1981,"SCIENTIFIC OR TECHNICAL AWARD (Scientific and Engineering Award)","True","To RICHARD EDLUND and INDUSTRIAL LIGHT AND MAGIC, INCORPORATED for the engineering of the Empire Motion Picture Camera System."
"6377",1981,"SCIENTIFIC OR TECHNICAL AWARD (Scientific and Engineering Award)","True","To EDWARD J. BLASKO and DR. RODERICK T. RYAN of the Eastman Kodak Company for the application of the Prostar Microfilm Processor for motion picture title and special optical effects production."
"6378",1981,"SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award)","True","To HAL LANDAKER for the concept and to ALAN D. LANDAKER for the engineering of the Burbank Studios' Production Sound Department 24-frame color video system."
"6379",1981,"SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award)","True","To BILL HOGAN of Ruxton, Ltd. and RICHARD J. STUMPF and DANIEL R. BREWER of Universal City Studios' Production Sound Department for the engineering of a 24-frame color video system."
"6380",1981,"SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award)","True","To JOHN DeMUTH for the engineering of a 24-frame video system."
"6381",1981,"SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award)","True","To ERNST F. NETTMANN of Continental Camera Systems, Inc. for the development of a pitching lens for motion picture photography."
"6382",1981,"SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award)","True","To BILL TAYLOR of Universal City Studios for the concept and specifications for a Two Format, Rotating Head, Aerial Image Optical Printer."
"6383",1981,"SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award)","True","To PETER D. PARKS of Oxford Scientific Films for the development of the OSF microcosmic zoom device for microscopic photography."
"6384",1981,"SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award)","True","To DR. LOUIS STANKIEWICZ and H. L. BLACHFORD for the development of Baryfol sound barrier materials."
"6385",1981,"SCIENTIFIC OR TECHNICAL AWARD (Technical Achievement Award)","True","To DENNIS MUREN and STUART ZIFF of Industrial Light and Magic, Incorporated for the development of a Motion Picture Figure Mover for animation photography."
"6386",1982,"ACTOR IN A LEADING ROLE","False","Dustin Hoffman"
"6387",1982,"ACTOR IN A LEADING ROLE","True","Ben Kingsley"
"6388",1982,"ACTOR IN A LEADING ROLE","False","Jack Lemmon"
"6389",1982,"ACTOR IN A LEADING ROLE","False","Paul Newman"
"6390",1982,"ACTOR IN A LEADING ROLE","False","Peter O'Toole"
"6391",1982,"ACTOR IN A SUPPORTING ROLE","False","Charles Durning"
"6392",1982,"ACTOR IN A SUPPORTING ROLE","True","Louis Gossett, Jr."
"6393",1982,"ACTOR IN A SUPPORTING ROLE","False","John Lithgow"
"6394",1982,"ACTOR IN A SUPPORTING ROLE","False","James Mason"
"6395",1982,"ACTOR IN A SUPPORTING ROLE","False","Robert Preston"
"6396",1982,"ACTRESS IN A LEADING ROLE","False","Julie Andrews"
"6397",1982,"ACTRESS IN A LEADING ROLE","False","Jessica Lange"
"6398",1982,"ACTRESS IN A LEADING ROLE","False","Sissy Spacek"
"6399",1982,"ACTRESS IN A LEADING ROLE","True","Meryl Streep"
"6400",1982,"ACTRESS IN A LEADING ROLE","False","Debra Winger"
"6401",1982,"ACTRESS IN A SUPPORTING ROLE","False","Glenn Close"
"6402",1982,"ACTRESS IN A SUPPORTING ROLE","False","Teri Garr"
"6403",1982,"ACTRESS IN A SUPPORTING ROLE","True","Jessica Lange"
"6404",1982,"ACTRESS IN A SUPPORTING ROLE","False","Kim Stanley"
"6405",1982,"ACTRESS IN A SUPPORTING ROLE","False","Lesley Ann Warren"
"6406",1982,"ART DIRECTION","False","Annie"
"6407",1982,"ART DIRECTION","False","Blade Runner"
"6408",1982,"ART DIRECTION","True","Gandhi"
"6409",1982,"ART DIRECTION","False","La Traviata"
"6410",1982,"ART DIRECTION","False","Victor/Victoria"
"6411",1982,"CINEMATOGRAPHY","False","Das Boot"
"6412",1982,"CINEMATOGRAPHY","False","E.T. The Extra-Terrestrial"
"6413",1982,"CINEMATOGRAPHY","True","Gandhi"
"6414",1982,"CINEMATOGRAPHY","False","Sophie's Choice"
"6415",1982,"CINEMATOGRAPHY","False","Tootsie"
"6416",1982,"COSTUME DESIGN","True","Gandhi"
"6417",1982,"COSTUME DESIGN","False","La Traviata"
"6418",1982,"COSTUME DESIGN","False","Sophie's Choice"
"6419",1982,"COSTUME DESIGN","False","Tron"
"6420",1982,"COSTUME DESIGN","False","Victor/Victoria"
"6421",1982,"DIRECTING","False","Das Boot"
"6422",1982,"DIRECTING","False","E.T. The Extra-Terrestrial"
"6423",1982,"DIRECTING","True","Gandhi"
"6424",1982,"DIRECTING","False","Tootsie"
"6425",1982,"DIRECTING","False","The Verdict"
"6426",1982,"DOCUMENTARY (Feature)","False","After the Axe"
"6427",1982,"DOCUMENTARY (Feature)","False","Ben's Mill"
"6428",1982,"DOCUMENTARY (Feature)","False","In Our Water"
"6429",1982,"DOCUMENTARY (Feature)","True","Just Another Missing Kid"
"6430",1982,"DOCUMENTARY (Feature)","False","A Portrait of Giselle"
"6431",1982,"DOCUMENTARY (Short Subject)","False","Gods of Metal"
"6432",1982,"DOCUMENTARY (Short Subject)","True","If You Love This Planet"
"6433",1982,"DOCUMENTARY (Short Subject)","False","The Klan: A Legacy of Hate in America"
"6434",1982,"DOCUMENTARY (Short Subject)","False","To Live or Let Die"
"6435",1982,"DOCUMENTARY (Short Subject)","False","Traveling Hopefully"
"6436",1982,"FILM EDITING","False","Das Boot"
"6437",1982,"FILM EDITING","False","E.T. The Extra-Terrestrial"
"6438",1982,"FILM EDITING","True","Gandhi"
"6439",1982,"FILM EDITING","False","An Officer and a Gentleman"
"6440",1982,"FILM EDITING","False","Tootsie"
"6441",1982,"FOREIGN LANGUAGE FILM","False","Alsino and the Condor"
"6442",1982,"FOREIGN LANGUAGE FILM","False","Coup de Torchon ('Clean Slate')"
"6443",1982,"FOREIGN LANGUAGE FILM","False","The Flight of the Eagle"
"6444",1982,"FOREIGN LANGUAGE FILM","False","Private Life"
"6445",1982,"FOREIGN LANGUAGE FILM","True","Volver a Empezar ('To Begin Again')"
"6446",1982,"MAKEUP","False","Gandhi"
"6447",1982,"MAKEUP","True","Quest for Fire"
"6448",1982,"MUSIC (Original Score)","True","E.T. The Extra-Terrestrial"
"6449",1982,"MUSIC (Original Score)","False","Gandhi"
"6450",1982,"MUSIC (Original Score)","False","An Officer and a Gentleman"
"6451",1982,"MUSIC (Original Score)","False","Poltergeist"
"6452",1982,"MUSIC (Original Score)","False","Sophie's Choice"
"6453",1982,"MUSIC (Original Song Score and Its Adaptation -or- Adaptation Score)","False","Annie"
"6454",1982,"MUSIC (Original Song Score and Its Adaptation -or- Adaptation Score)","False","One from the Heart"
"6455",1982,"MUSIC (Original Song Score and Its Adaptation -or- Adaptation Score)","True","Victor/Victoria"
"6456",1982,"MUSIC (Original Song)","False","Rocky III"
"6457",1982,"MUSIC (Original Song)","False","Best Friends"
"6458",1982,"MUSIC (Original Song)","False","Yes, Giorgio"
"6459",1982,"MUSIC (Original Song)","False","Tootsie"
"6460",1982,"MUSIC (Original Song)","True","An Officer and a Gentleman"
"6461",1982,"BEST PICTURE","False","E.T. The Extra-Terrestrial"
"6462",1982,"BEST PICTURE","True","Gandhi"
"6463",1982,"BEST PICTURE","False","Missing"
"6464",1982,"BEST PICTURE","False","Tootsie"
"6465",1982,"BEST PICTURE","False","The Verdict"
"6466",1982,"SHORT FILM (Animated)","False","The Great Cognito"
"6467",1982,"SHORT FILM (Animated)","False","The Snowman"
"6468",1982,"SHORT FILM (Animated)","True","Tango"
"6469",1982,"SHORT FILM (Live Action)","False","Ballet Robotique"
"6470",1982,"SHORT FILM (Live Action)","True","A Shocking Accident"
"6471",1982,"SHORT FILM (Live Action)","False","The Silence"
"6472",1982,"SHORT FILM (Live Action)","False","Split Cherry Tree"
"6473",1982,"SHORT FILM (Live Action)","False","Sredni Vashtar"
"6474",1982,"SOUND","False","Das Boot"
"6475",1982,"SOUND","True","E.T. The Extra-Terrestrial"
"6476",1982,"SOUND","False","Gandhi"
"6477",1982,"SOUND","False","Tootsie"
"6478",1982,"SOUND","False","Tron"
"6479",1982,"SOUND EFFECTS EDITING","False","Das Boot"
"6480",1982,"SOUND EFFECTS EDITING","True","E.T. The Extra-Terrestrial"
"6481",1982,"SOUND EFFECTS EDITING","False","Poltergeist"
"6482",1982,"VISUAL EFFECTS","False","Blade Runner"
"6483",1982,"VISUAL EFFECTS","True","E.T. The Extra-Terrestrial"
"6484",1982,"VISUAL EFFECTS","False","Poltergeist"
"6485",1982,"WRITING (Screenplay Based on Material from Another Medium)","False","Das Boot"
"6486",1982,"WRITING (Screenplay Based on Material from Another Medium)","True","Missing"
"6487",1982,"WRITING (Screenplay Based on Material from Another Medium)","False","Sophie's Choice"
"6488",1982,"WRITING (Screenplay Based on Material from Another Medium)","False","The Verdict"
"6489",1982,"WRITING (Screenplay Based on Material from Another Medium)","False","Victor/Victoria"
"6490",1982,"WRITING (Screenplay Written Directly for the Screen)","False","Diner"
"6491",1982,"WRITING (Screenplay Written Directly for the Screen)","False","E.T. The Extra-Terrestrial"
"6492",1982,"WRITING (Screenplay Written Directly for the Screen)","True","Gandhi"
"6493",1982,"WRITING (Screenplay Written Directly for the Screen)","False","An Officer and a Gentleman"
"6494",1982,"WRITING (Screenplay Written Directly for the Screen)","False","Tootsie"
"6495",1982,"JEAN HERSHOLT HUMANITARIAN AWARD","True","Walter Mirisch"
"6496",1982,"HONORARY AWARD","True","To Mickey Rooney, in recognition of his 60 years of versatility in a variety of memorable film performances."
"6497",1982,"GORDON E. SAWYER AWARD","True","John O. Aalberg"
"6498",1982,"SCIENTIFIC OR TECHNICAL AWARD (Academy Award of Merit)","True","To AUGUST ARNOLD and ERICH KAESTNER of Arnold & Richter, GmbH, for the concept and engineering of the first operational 35mm, hand-held, spinning-mirror reflex, motion picture camera."
"6499",1982,"SCIENTIFIC OR TECHNICAL AWARD (Scientific and Engineering Award)","True","To COLIN F. MOSSMAN and THE RESEARCH AND DEVELOPMENT GROUP OF RANK FILM LABORATORIES, LONDON, for the engineering and implementation of a 4,000 meter printing system for motion picture laboratories."
